name,bit_width
model.model.layers.0.mlp.experts.down_proj.expert_231,4
model.model.layers.0.mlp.experts.down_proj.expert_232,3
model.model.layers.0.mlp.experts.down_proj.expert_233,4
model.model.layers.0.mlp.experts.down_proj.expert_234,4
model.model.layers.0.mlp.experts.down_proj.expert_235,3
model.model.layers.0.mlp.experts.down_proj.expert_236,4
model.model.layers.0.mlp.experts.down_proj.expert_237,3
model.model.layers.0.mlp.experts.down_proj.expert_238,2
model.model.layers.0.mlp.experts.down_proj.expert_239,4
model.model.layers.0.mlp.experts.down_proj.expert_24,2
model.model.layers.0.mlp.experts.down_proj.expert_240,3
model.model.layers.0.mlp.experts.down_proj.expert_241,4
model.model.layers.0.mlp.experts.down_proj.expert_242,3
model.model.layers.0.mlp.experts.down_proj.expert_243,3
model.model.layers.0.mlp.experts.down_proj.expert_244,3
model.model.layers.0.mlp.experts.down_proj.expert_245,4
model.model.layers.0.mlp.experts.down_proj.expert_246,3
model.model.layers.0.mlp.experts.down_proj.expert_247,4
model.model.layers.0.mlp.experts.down_proj.expert_248,3
model.model.layers.0.mlp.experts.down_proj.expert_249,4
model.model.layers.0.mlp.experts.down_proj.expert_25,3
model.model.layers.0.mlp.experts.down_proj.expert_250,3
model.model.layers.0.mlp.experts.down_proj.expert_251,4
model.model.layers.0.mlp.experts.down_proj.expert_252,3
model.model.layers.0.mlp.experts.down_proj.expert_253,3
model.model.layers.0.mlp.experts.down_proj.expert_254,3
model.model.layers.0.mlp.experts.down_proj.expert_255,3
model.model.layers.0.mlp.experts.down_proj.expert_256,4
model.model.layers.0.mlp.experts.down_proj.expert_257,3
model.model.layers.0.mlp.experts.down_proj.expert_258,3
model.model.layers.0.mlp.experts.down_proj.expert_259,3
model.model.layers.0.mlp.experts.down_proj.expert_26,4
model.model.layers.0.mlp.experts.down_proj.expert_260,3
model.model.layers.0.mlp.experts.down_proj.expert_261,3
model.model.layers.0.mlp.experts.down_proj.expert_262,4
model.model.layers.0.mlp.experts.down_proj.expert_263,4
model.model.layers.0.mlp.experts.down_proj.expert_264,4
model.model.layers.0.mlp.experts.down_proj.expert_265,4
model.model.layers.0.mlp.experts.down_proj.expert_266,3
model.model.layers.0.mlp.experts.down_proj.expert_267,4
model.model.layers.0.mlp.experts.down_proj.expert_268,3
model.model.layers.0.mlp.experts.down_proj.expert_269,3
model.model.layers.0.mlp.experts.down_proj.expert_27,4
model.model.layers.0.mlp.experts.down_proj.expert_270,2
model.model.layers.0.mlp.experts.down_proj.expert_271,3
model.model.layers.0.mlp.experts.down_proj.expert_272,4
model.model.layers.0.mlp.experts.down_proj.expert_273,4
model.model.layers.0.mlp.experts.down_proj.expert_274,3
model.model.layers.0.mlp.experts.down_proj.expert_275,4
model.model.layers.0.mlp.experts.down_proj.expert_276,4
model.model.layers.0.mlp.experts.down_proj.expert_277,4
model.model.layers.0.mlp.experts.down_proj.expert_278,4
model.model.layers.0.mlp.experts.down_proj.expert_279,4
model.model.layers.0.mlp.experts.down_proj.expert_28,4
model.model.layers.0.mlp.experts.down_proj.expert_280,4
model.model.layers.0.mlp.experts.down_proj.expert_281,4
model.model.layers.0.mlp.experts.down_proj.expert_282,4
model.model.layers.0.mlp.experts.down_proj.expert_283,3
model.model.layers.0.mlp.experts.down_proj.expert_284,3
model.model.layers.0.mlp.experts.down_proj.expert_285,3
model.model.layers.0.mlp.experts.down_proj.expert_286,4
model.model.layers.0.mlp.experts.down_proj.expert_287,4
model.model.layers.0.mlp.experts.down_proj.expert_288,4
model.model.layers.0.mlp.experts.down_proj.expert_289,3
model.model.layers.0.mlp.experts.down_proj.expert_29,4
model.model.layers.0.mlp.experts.down_proj.expert_290,3
model.model.layers.0.mlp.experts.down_proj.expert_291,3
model.model.layers.0.mlp.experts.down_proj.expert_292,2
model.model.layers.0.mlp.experts.down_proj.expert_293,4
model.model.layers.0.mlp.experts.down_proj.expert_294,4
model.model.layers.0.mlp.experts.down_proj.expert_295,3
model.model.layers.0.mlp.experts.down_proj.expert_296,3
model.model.layers.0.mlp.experts.down_proj.expert_297,2
model.model.layers.0.mlp.experts.down_proj.expert_298,4
model.model.layers.0.mlp.experts.down_proj.expert_299,3
model.model.layers.0.mlp.experts.down_proj.expert_3,4
model.model.layers.0.mlp.experts.down_proj.expert_30,4
model.model.layers.0.mlp.experts.down_proj.expert_300,3
model.model.layers.0.mlp.experts.down_proj.expert_301,4
model.model.layers.0.mlp.experts.down_proj.expert_302,4
model.model.layers.0.mlp.experts.down_proj.expert_303,4
model.model.layers.0.mlp.experts.down_proj.expert_304,3
model.model.layers.0.mlp.experts.down_proj.expert_305,3
model.model.layers.0.mlp.experts.down_proj.expert_306,4
model.model.layers.0.mlp.experts.down_proj.expert_307,2
model.model.layers.0.mlp.experts.down_proj.expert_308,4
model.model.layers.0.mlp.experts.down_proj.expert_309,4
model.model.layers.0.mlp.experts.down_proj.expert_31,3
model.model.layers.0.mlp.experts.down_proj.expert_310,3
model.model.layers.0.mlp.experts.down_proj.expert_311,3
model.model.layers.0.mlp.experts.down_proj.expert_312,4
model.model.layers.0.mlp.experts.down_proj.expert_313,4
model.model.layers.0.mlp.experts.down_proj.expert_314,4
model.model.layers.0.mlp.experts.down_proj.expert_315,4
model.model.layers.0.mlp.experts.down_proj.expert_316,3
model.model.layers.0.mlp.experts.down_proj.expert_317,2
model.model.layers.0.mlp.experts.down_proj.expert_318,3
model.model.layers.0.mlp.experts.down_proj.expert_319,4
model.model.layers.0.mlp.experts.down_proj.expert_32,3
model.model.layers.0.mlp.experts.down_proj.expert_320,3
model.model.layers.0.mlp.experts.down_proj.expert_321,4
model.model.layers.0.mlp.experts.down_proj.expert_322,3
model.model.layers.0.mlp.experts.down_proj.expert_323,4
model.model.layers.0.mlp.experts.down_proj.expert_324,3
model.model.layers.0.mlp.experts.down_proj.expert_325,4
model.model.layers.0.mlp.experts.down_proj.expert_326,3
model.model.layers.0.mlp.experts.down_proj.expert_327,4
model.model.layers.0.mlp.experts.down_proj.expert_328,4
model.model.layers.0.mlp.experts.down_proj.expert_329,3
model.model.layers.0.mlp.experts.down_proj.expert_33,3
model.model.layers.0.mlp.experts.down_proj.expert_330,4
model.model.layers.0.mlp.experts.down_proj.expert_331,4
model.model.layers.0.mlp.experts.down_proj.expert_332,3
model.model.layers.0.mlp.experts.down_proj.expert_333,4
model.model.layers.0.mlp.experts.down_proj.expert_334,2
model.model.layers.0.mlp.experts.down_proj.expert_335,3
model.model.layers.0.mlp.experts.down_proj.expert_336,4
model.model.layers.0.mlp.experts.down_proj.expert_337,4
model.model.layers.0.mlp.experts.down_proj.expert_338,4
model.model.layers.0.mlp.experts.down_proj.expert_339,3
model.model.layers.0.mlp.experts.down_proj.expert_34,3
model.model.layers.0.mlp.experts.down_proj.expert_340,3
model.model.layers.0.mlp.experts.down_proj.expert_341,2
model.model.layers.0.mlp.experts.down_proj.expert_342,3
model.model.layers.0.mlp.experts.down_proj.expert_343,4
model.model.layers.0.mlp.experts.down_proj.expert_344,3
model.model.layers.0.mlp.experts.down_proj.expert_345,4
model.model.layers.0.mlp.experts.down_proj.expert_346,4
model.model.layers.0.mlp.experts.down_proj.expert_347,3
model.model.layers.0.mlp.experts.down_proj.expert_348,3
model.model.layers.0.mlp.experts.down_proj.expert_349,3
model.model.layers.0.mlp.experts.down_proj.expert_35,4
model.model.layers.0.mlp.experts.down_proj.expert_350,4
model.model.layers.0.mlp.experts.down_proj.expert_351,3
model.model.layers.0.mlp.experts.down_proj.expert_352,3
model.model.layers.0.mlp.experts.down_proj.expert_353,3
model.model.layers.0.mlp.experts.down_proj.expert_354,3
model.model.layers.0.mlp.experts.down_proj.expert_355,3
model.model.layers.0.mlp.experts.down_proj.expert_356,4
model.model.layers.0.mlp.experts.down_proj.expert_357,4
model.model.layers.0.mlp.experts.down_proj.expert_358,4
model.model.layers.0.mlp.experts.down_proj.expert_359,3
model.model.layers.0.mlp.experts.down_proj.expert_36,3
model.model.layers.0.mlp.experts.down_proj.expert_360,4
model.model.layers.0.mlp.experts.down_proj.expert_361,3
model.model.layers.0.mlp.experts.down_proj.expert_362,4
model.model.layers.0.mlp.experts.down_proj.expert_363,3
model.model.layers.0.mlp.experts.down_proj.expert_364,2
model.model.layers.0.mlp.experts.down_proj.expert_365,2
model.model.layers.0.mlp.experts.down_proj.expert_366,2
model.model.layers.0.mlp.experts.down_proj.expert_367,3
model.model.layers.0.mlp.experts.down_proj.expert_368,3
model.model.layers.0.mlp.experts.down_proj.expert_369,4
model.model.layers.0.mlp.experts.down_proj.expert_37,3
model.model.layers.0.mlp.experts.down_proj.expert_370,4
model.model.layers.0.mlp.experts.down_proj.expert_371,4
model.model.layers.0.mlp.experts.down_proj.expert_372,4
model.model.layers.0.mlp.experts.down_proj.expert_373,3
model.model.layers.0.mlp.experts.down_proj.expert_374,3
model.model.layers.0.mlp.experts.down_proj.expert_375,4
model.model.layers.0.mlp.experts.down_proj.expert_376,3
model.model.layers.0.mlp.experts.down_proj.expert_377,4
model.model.layers.0.mlp.experts.down_proj.expert_378,3
model.model.layers.0.mlp.experts.down_proj.expert_379,4
model.model.layers.0.mlp.experts.down_proj.expert_38,3
model.model.layers.0.mlp.experts.down_proj.expert_380,4
model.model.layers.0.mlp.experts.down_proj.expert_381,3
model.model.layers.0.mlp.experts.down_proj.expert_382,3
model.model.layers.0.mlp.experts.down_proj.expert_383,4
model.model.layers.0.mlp.experts.down_proj.expert_384,4
model.model.layers.0.mlp.experts.down_proj.expert_385,4
model.model.layers.0.mlp.experts.down_proj.expert_386,4
model.model.layers.0.mlp.experts.down_proj.expert_387,3
model.model.layers.0.mlp.experts.down_proj.expert_388,4
model.model.layers.0.mlp.experts.down_proj.expert_389,3
model.model.layers.0.mlp.experts.down_proj.expert_39,4
model.model.layers.0.mlp.experts.down_proj.expert_390,2
model.model.layers.0.mlp.experts.down_proj.expert_391,2
model.model.layers.0.mlp.experts.down_proj.expert_392,4
model.model.layers.0.mlp.experts.down_proj.expert_393,3
model.model.layers.0.mlp.experts.down_proj.expert_394,4
model.model.layers.0.mlp.experts.down_proj.expert_395,3
model.model.layers.0.mlp.experts.down_proj.expert_396,3
model.model.layers.0.mlp.experts.down_proj.expert_397,4
model.model.layers.0.mlp.experts.down_proj.expert_398,4
model.model.layers.0.mlp.experts.down_proj.expert_399,3
model.model.layers.0.mlp.experts.down_proj.expert_4,3
model.model.layers.0.mlp.experts.down_proj.expert_40,4
model.model.layers.0.mlp.experts.down_proj.expert_400,3
model.model.layers.0.mlp.experts.down_proj.expert_401,3
model.model.layers.0.mlp.experts.down_proj.expert_402,3
model.model.layers.0.mlp.experts.down_proj.expert_403,4
model.model.layers.0.mlp.experts.down_proj.expert_404,3
model.model.layers.0.mlp.experts.down_proj.expert_405,4
model.model.layers.0.mlp.experts.down_proj.expert_406,3
model.model.layers.0.mlp.experts.down_proj.expert_407,4
model.model.layers.0.mlp.experts.down_proj.expert_408,4
model.model.layers.0.mlp.experts.down_proj.expert_409,4
model.model.layers.0.mlp.experts.down_proj.expert_41,4
model.model.layers.0.mlp.experts.down_proj.expert_410,4
model.model.layers.0.mlp.experts.down_proj.expert_411,3
model.model.layers.0.mlp.experts.down_proj.expert_412,3
model.model.layers.0.mlp.experts.down_proj.expert_413,4
model.model.layers.0.mlp.experts.down_proj.expert_414,3
model.model.layers.0.mlp.experts.down_proj.expert_415,4
model.model.layers.0.mlp.experts.down_proj.expert_416,3
model.model.layers.0.mlp.experts.down_proj.expert_417,3
model.model.layers.0.mlp.experts.down_proj.expert_418,4
model.model.layers.0.mlp.experts.down_proj.expert_419,4
model.model.layers.0.mlp.experts.down_proj.expert_42,3
model.model.layers.0.mlp.experts.down_proj.expert_420,4
model.model.layers.0.mlp.experts.down_proj.expert_421,3
model.model.layers.0.mlp.experts.down_proj.expert_422,3
model.model.layers.0.mlp.experts.down_proj.expert_423,3
model.model.layers.0.mlp.experts.down_proj.expert_424,3
model.model.layers.0.mlp.experts.down_proj.expert_425,4
model.model.layers.0.mlp.experts.down_proj.expert_426,3
model.model.layers.0.mlp.experts.down_proj.expert_427,3
model.model.layers.0.mlp.experts.down_proj.expert_428,4
model.model.layers.0.mlp.experts.down_proj.expert_429,3
model.model.layers.0.mlp.experts.down_proj.expert_43,3
model.model.layers.0.mlp.experts.down_proj.expert_430,3
model.model.layers.0.mlp.experts.down_proj.expert_431,3
model.model.layers.0.mlp.experts.down_proj.expert_432,3
model.model.layers.0.mlp.experts.down_proj.expert_433,4
model.model.layers.0.mlp.experts.down_proj.expert_434,4
model.model.layers.0.mlp.experts.down_proj.expert_435,4
model.model.layers.0.mlp.experts.down_proj.expert_436,4
model.model.layers.0.mlp.experts.down_proj.expert_437,3
model.model.layers.0.mlp.experts.down_proj.expert_438,3
model.model.layers.0.mlp.experts.down_proj.expert_439,4
model.model.layers.0.mlp.experts.down_proj.expert_44,4
model.model.layers.0.mlp.experts.down_proj.expert_440,3
model.model.layers.0.mlp.experts.down_proj.expert_441,3
model.model.layers.0.mlp.experts.down_proj.expert_442,3
model.model.layers.0.mlp.experts.down_proj.expert_443,3
model.model.layers.0.mlp.experts.down_proj.expert_444,2
model.model.layers.0.mlp.experts.down_proj.expert_445,4
model.model.layers.0.mlp.experts.down_proj.expert_446,4
model.model.layers.0.mlp.experts.down_proj.expert_447,4
model.model.layers.0.mlp.experts.down_proj.expert_448,4
model.model.layers.0.mlp.experts.down_proj.expert_449,2
model.model.layers.0.mlp.experts.down_proj.expert_45,3
model.model.layers.0.mlp.experts.down_proj.expert_450,4
model.model.layers.0.mlp.experts.down_proj.expert_451,3
model.model.layers.0.mlp.experts.down_proj.expert_452,3
model.model.layers.0.mlp.experts.down_proj.expert_453,4
model.model.layers.0.mlp.experts.down_proj.expert_454,3
model.model.layers.0.mlp.experts.down_proj.expert_455,4
model.model.layers.0.mlp.experts.down_proj.expert_456,4
model.model.layers.0.mlp.experts.down_proj.expert_457,4
model.model.layers.0.mlp.experts.down_proj.expert_458,4
model.model.layers.0.mlp.experts.down_proj.expert_459,4
model.model.layers.0.mlp.experts.down_proj.expert_46,4
model.model.layers.0.mlp.experts.down_proj.expert_460,4
model.model.layers.0.mlp.experts.down_proj.expert_461,4
model.model.layers.0.mlp.experts.down_proj.expert_462,3
model.model.layers.0.mlp.experts.down_proj.expert_463,4
model.model.layers.0.mlp.experts.down_proj.expert_464,3
model.model.layers.0.mlp.experts.down_proj.expert_465,4
model.model.layers.0.mlp.experts.down_proj.expert_466,3
model.model.layers.0.mlp.experts.down_proj.expert_467,3
model.model.layers.0.mlp.experts.down_proj.expert_468,4
model.model.layers.0.mlp.experts.down_proj.expert_469,3
model.model.layers.0.mlp.experts.down_proj.expert_47,4
model.model.layers.0.mlp.experts.down_proj.expert_470,3
model.model.layers.0.mlp.experts.down_proj.expert_471,3
model.model.layers.0.mlp.experts.down_proj.expert_472,4
model.model.layers.0.mlp.experts.down_proj.expert_473,3
model.model.layers.0.mlp.experts.down_proj.expert_474,4
model.model.layers.0.mlp.experts.down_proj.expert_475,4
model.model.layers.0.mlp.experts.down_proj.expert_476,4
model.model.layers.0.mlp.experts.down_proj.expert_477,3
model.model.layers.0.mlp.experts.down_proj.expert_478,3
model.model.layers.0.mlp.experts.down_proj.expert_479,4
model.model.layers.0.mlp.experts.down_proj.expert_48,3
model.model.layers.0.mlp.experts.down_proj.expert_480,3
model.model.layers.0.mlp.experts.down_proj.expert_481,4
model.model.layers.0.mlp.experts.down_proj.expert_482,3
model.model.layers.0.mlp.experts.down_proj.expert_483,4
model.model.layers.0.mlp.experts.down_proj.expert_484,3
model.model.layers.0.mlp.experts.down_proj.expert_485,4
model.model.layers.0.mlp.experts.down_proj.expert_486,4
model.model.layers.0.mlp.experts.down_proj.expert_487,3
model.model.layers.0.mlp.experts.down_proj.expert_488,4
model.model.layers.0.mlp.experts.down_proj.expert_489,3
model.model.layers.0.mlp.experts.down_proj.expert_49,2
model.model.layers.0.mlp.experts.down_proj.expert_490,4
model.model.layers.0.mlp.experts.down_proj.expert_491,4
model.model.layers.0.mlp.experts.down_proj.expert_492,3
model.model.layers.0.mlp.experts.down_proj.expert_493,3
model.model.layers.0.mlp.experts.down_proj.expert_494,3
model.model.layers.0.mlp.experts.down_proj.expert_495,2
model.model.layers.0.mlp.experts.down_proj.expert_496,4
model.model.layers.0.mlp.experts.down_proj.expert_497,4
model.model.layers.0.mlp.experts.down_proj.expert_498,3
model.model.layers.0.mlp.experts.down_proj.expert_499,4
model.model.layers.0.mlp.experts.down_proj.expert_5,4
model.model.layers.0.mlp.experts.down_proj.expert_50,4
model.model.layers.0.mlp.experts.down_proj.expert_500,3
model.model.layers.0.mlp.experts.down_proj.expert_501,3
model.model.layers.0.mlp.experts.down_proj.expert_502,3
model.model.layers.0.mlp.experts.down_proj.expert_503,4
model.model.layers.0.mlp.experts.down_proj.expert_504,4
model.model.layers.0.mlp.experts.down_proj.expert_505,4
model.model.layers.0.mlp.experts.down_proj.expert_506,4
model.model.layers.0.mlp.experts.down_proj.expert_507,4
model.model.layers.0.mlp.experts.down_proj.expert_508,4
model.model.layers.0.mlp.experts.down_proj.expert_509,4
model.model.layers.0.mlp.experts.down_proj.expert_51,3
model.model.layers.0.mlp.experts.down_proj.expert_510,3
model.model.layers.0.mlp.experts.down_proj.expert_511,4
model.model.layers.0.mlp.experts.down_proj.expert_52,4
model.model.layers.0.mlp.experts.down_proj.expert_53,3
model.model.layers.0.mlp.experts.down_proj.expert_54,4
model.model.layers.0.mlp.experts.down_proj.expert_55,3
model.model.layers.0.mlp.experts.down_proj.expert_56,3
model.model.layers.0.mlp.experts.down_proj.expert_57,4
model.model.layers.0.mlp.experts.down_proj.expert_58,4
model.model.layers.0.mlp.experts.down_proj.expert_59,4
model.model.layers.0.mlp.experts.down_proj.expert_6,4
model.model.layers.0.mlp.experts.down_proj.expert_60,3
model.model.layers.0.mlp.experts.down_proj.expert_61,3
model.model.layers.0.mlp.experts.down_proj.expert_62,4
model.model.layers.0.mlp.experts.down_proj.expert_63,3
model.model.layers.0.mlp.experts.down_proj.expert_64,4
model.model.layers.0.mlp.experts.down_proj.expert_65,3
model.model.layers.0.mlp.experts.down_proj.expert_66,3
model.model.layers.0.mlp.experts.down_proj.expert_67,3
model.model.layers.0.mlp.experts.down_proj.expert_68,3
model.model.layers.0.mlp.experts.down_proj.expert_69,4
model.model.layers.0.mlp.experts.down_proj.expert_7,4
model.model.layers.0.mlp.experts.down_proj.expert_70,3
model.model.layers.0.mlp.experts.down_proj.expert_71,4
model.model.layers.0.mlp.experts.down_proj.expert_72,4
model.model.layers.0.mlp.experts.down_proj.expert_73,3
model.model.layers.0.mlp.experts.down_proj.expert_74,3
model.model.layers.0.mlp.experts.down_proj.expert_75,4
model.model.layers.0.mlp.experts.down_proj.expert_76,3
model.model.layers.0.mlp.experts.down_proj.expert_77,4
model.model.layers.0.mlp.experts.down_proj.expert_78,3
model.model.layers.0.mlp.experts.down_proj.expert_79,3
model.model.layers.0.mlp.experts.down_proj.expert_8,3
model.model.layers.0.mlp.experts.down_proj.expert_80,3
model.model.layers.0.mlp.experts.down_proj.expert_81,3
model.model.layers.0.mlp.experts.down_proj.expert_82,3
model.model.layers.0.mlp.experts.down_proj.expert_83,4
model.model.layers.0.mlp.experts.down_proj.expert_84,4
